company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added
Aurora Solar,SF Bay Area,111,2024-01-30,0.2,Energy,https://techcrunch.com/2024/01/30/aurora-solar-layoffs/,Series D,523,United States,2024-01-30
Block,SF Bay Area,1000,2024-01-30,0.1,Finance,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,Post-IPO,150,United States,2024-01-30
Kiwi.com,"Brno, Non-U.S.",216,2024-01-30,0.18,Travel,https://cc.cz/vyhledavac-letenek-kiwi-com-hromadne-propousti-nejtezsi-rozhodnuti-v-zivote-rika-dlouhy/,Unknown,107,Czech Republic,2024-01-30
PayPal,SF Bay Area,2500,2024-01-30,0.09,Finance,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,Post-IPO,216,United States,2024-01-30
Wattpad,"Toronto, Non-U.S.",20,2024-01-30,0.1,Media,https://techcrunch.com/2024/01/30/wattpad-a-storytelling-platform-conducts-another-layoff-round/,Acquired,117,Canada,2024-01-31
Innoviz,"Tel Aviv, Non-U.S.",60,2024-01-31,0.13,Transportation,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,Post-IPO,547,Israel,2024-02-01
Proofpoint,SF Bay Area,280,2024-01-31,0.06,Security,https://www.calcalistech.com/ctechnews/article/hjaniiwc6,Acquired,885,United States,2024-01-31
Okta,SF Bay Area,400,2024-02-01,0.07,Security,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html,Post-IPO,1200,United States,2024-02-01
Polygon,"Cayman Islands, Non-U.S.",60,2024-02-01,0.19,Crypto,https://forum.polygon.technology/t/an-update-on-polygon-labs-polygon-ventures-and-polygon-id/13507,Unknown,451,Cayman Islands,2024-02-01
Zoom,SF Bay Area,150,2024-02-01,0.02,Other,https://www.cnbc.com/2024/02/01/zoom-layoffs-company-cuts-150-employees-2percent-of-workforce.html,Post-IPO,276,United States,2024-02-01
Cue Health,San Diego,245,2024-02-02,0.3,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,Post-IPO,899,United States,2024-02-05
Top Hat,"Toronto, Non-U.S.",35,2024-02-02,0.07,Education,https://betakit.com/toronto-software-companies-top-hat-loopio-wattpad-make-layoffs/,Series E,234,Canada,2024-02-02
Drizly,Boston,168,2024-02-05,1,Retail,https://www.boston.com/news/business/2024/02/05/uber-drizly-to-lay-off-168-boston-workers/,Acquired,119,United States,2024-02-06
Impact.com,Los Angeles,40,2024-02-05,0.03,Sales,https://www.adnews.com.au/news/impact-com-cuts-staff-in-global-cost-cutting,Private Equity,361,United States,2024-02-06
Snap,Los Angeles,500,2024-02-05,0.1,Consumer,https://www.cnbc.com/2024/02/05/snap-to-lay-off-10percent-of-global-workforce-around-500-employees.html,Post-IPO,4900,United States,2024-02-05
DocuSign,SF Bay Area,440,2024-02-06,0.06,Sales,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,Post-IPO,536,United States,2024-02-06
Fireblocks,New York City,20,2024-02-07,0.03,Crypto,https://www.calcalistech.com/ctechnews/article/rjkvszzit,Series E,1000,United States,2024-02-07
Otovo,"Oslo, Non-U.S.",65,2024-02-08,0.15,Energy,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,Post-IPO,247,Norway,2024-02-20
BlissClub,"Bengaluru, Non-U.S.",21,2024-02-09,0.18,Retail,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,Series A,20,India,2024-02-10
Licious,"Bengaluru, Non-U.S.",80,2024-02-09,0.03,Food,https://www.livemint.com/companies/licious-lays-off-80-employees-with-eye-on-growth-11707473279919.html,Series F,490,India,2024-02-09
SiriusXM,New York City,160,2024-02-12,0.03,Media,https://variety.com/2024/digital/news/siriusxm-layoffs-160-employees-1235908020/,Post-IPO,525,United States,2024-03-17
Impinj,Seattle,50,2024-02-13,0.1,Other,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,Post-IPO,137,United States,2024-03-14
Instacart,SF Bay Area,250,2024-02-13,0.07,Food,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,Post-IPO,2900,United States,2024-02-13
Mozilla,SF Bay Area,60,2024-02-13,0.05,Consumer,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,Unknown,2,United States,2024-02-13
Riskified,New York City,40,2024-02-13,0.06,Retail,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,Post-IPO,229,United States,2024-02-14
Cisco,SF Bay Area,4250,2024-02-14,0.05,Infrastructure,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,Post-IPO,2,United States,2024-02-14
Wint Wealth,"Nashik, Non-U.S.",19,2024-02-14,0.2,Finance,https://inc42.com/buzz/exclusive-wint-wealth-fires-20-of-its-workforce-in-a-restructuring-exercise/,Series A,16,India,2024-02-15
Gro Intelligence,New York City,20,2024-02-15,0.1,Food,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,Series B,118,United States,2024-02-16
Sonder,SF Bay Area,106,2024-02-15,0.17,Travel,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,Post-IPO,839,United States,2024-02-21
Storytel,"Stockholm, Non-U.S.",80,2024-02-15,0.13,Consumer,https://investors.storytel.com/en/wp-content/uploads/sites/2/2024/02/presentation-q4-report-2023.pdf,Post-IPO,312,Sweden,2024-02-16
Toast,Boston,550,2024-02-15,0.1,Food,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=true,Post-IPO,962,United States,2024-02-15
Farfetch,"London, Non-U.S.",2000,2024-02-16,0.25,Retail,https://www.drapersonline.com/news/farfetch-to-cut-up-to-30-jobs,Acquired,1700,United Kingdom,2024-02-16
Voi,"Stockholm, Non-U.S.",120,2024-02-16,0.12,Transportation,https://sifted.eu/articles/voi-layoffs-news,Series D,515,Sweden,2024-02-20
Tails.com,"London, Non-U.S.",55,2024-02-20,0.25,Retail,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,Series A,5,United Kingdom,2024-02-21
Finder,"Sydney, Non-U.S.",60,2024-02-21,0.17,Retail,https://www.startupdaily.net/topic/business/finder-cuts-staffing-for-the-3rd-time-in-a-year-shedding-60-jobs/,Unknown,30,Australia,2024-02-22
Expedia,Seattle,1500,2024-02-26,0.08,Travel,https://www.geekwire.com/2024/expedia-group-cutbacks-will-impact-1500-roles-this-year-more-than-8-of-workforce/,Post-IPO,3300,United States,2024-02-27
Bumble,Austin,350,2024-02-27,0.3,Consumer,https://www.cnbc.com/2024/02/27/bumble-layoffs-350-employees-or-about-37percent-of-workforce.html,Post-IPO,313,United States,2024-02-27
Sony Interactive,SF Bay Area,900,2024-02-27,0.08,Consumer,https://www.theverge.com/2024/2/27/24084494/sony-playstation-layoffs-2024,Subsidiary,,United States,2024-02-27
Electronic Arts,SF Bay Area,670,2024-02-28,0.05,Consumer,https://www.cnbc.com/2024/02/28/ea-layoffs-company-to-cut-5percent-of-workforce-or-about-670-employees.html,Post-IPO,2,United States,2024-02-29
OrCam,"Jerusalem, Non-U.S.",50,2024-02-28,0.19,Healthcare,https://www.calcalistech.com/ctechnews/article/skd15oj4a,Unknown,86,Israel,2024-06-04
Treasury Prime,SF Bay Area,40,2024-02-28,0.4,Finance,https://www.bankingdive.com/news/treasury-prime-lay-off-40-50-employees-marketing-liaison-direct-fintech-partner-chris-dean/708770/,Series C,71,United States,2024-02-29
Vacasa,Portland,320,2024-02-28,0.05,Travel,https://www.oregonlive.com/business/2024/02/portland-based-vacasa-will-lay-off-another-320-new-year-is-off-to-a-difficult-start.html,Post-IPO,834,United States,2024-02-29
Gro Intelligence,New York City,90,2024-03-01,0.6,Food,https://www.wsj.com/business/climate-data-startup-with-all-star-investors-and-roots-in-africa-nearly-collapses-3f675357?mod=e2li,Series B,118,United States,2024-03-03
Pristyn Care,"Gurugram, Non-U.S.",120,2024-03-01,0.07,Healthcare,https://entrackr.com/2024/03/pristyn-care-lays-off-around-120-employees-as-it-targets-profitability-and-ipo/,Series E,177,India,2024-03-01
Project Ronin,SF Bay Area,150,2024-03-01,1,Healthcare,https://www.bloomberg.com/news/articles/2024-03-01/larry-ellison-s-cancer-software-startup-project-ronin-is-closing,Unknown,,United States,2024-03-05
Edgio,Phoenix,80,2024-03-04,0.1,Infrastructure,https://investors.edg.io/node/13996/html,Post-IPO,462,United States,2024-03-07
Melio,New York City,40,2024-03-04,0.07,Finance,https://www.calcalistech.com/ctechnews/article/r1sremqtt,Series D,504,United States,2024-03-05
Our Next Energy,Detroit,40,2024-03-04,0.13,Transportation,https://www.bloomberg.com/news/articles/2024-03-04/michigan-battery-startup-one-cuts-jobs-as-ceo-seeks-fresh-funds?embedded-checkout=true,Series B,390,United States,2024-03-05
MessageBird,"Amsterdam, Non-U.S.",90,2024-03-05,0.2,Other,https://www.amsterdamai.com/en/nieuws/529e0e27-44d0-0505-2af2-f473d807ab03/Bird-ontslaat-werknemers-wegens-AI-effici%C3%ABntie,Series C,1100,Netherlands,2024-03-08
Sorare,New York City,22,2024-03-06,0.13,Crypto,https://techcrunch.com/2024/03/06/nft-fantasy-sports-startup-sorare-layoffs-web3-gaming/,Series B,739,United States,2024-03-06
Turnitin,SF Bay Area,15,2024-03-07,0.02,Education,https://techcrunch.com/2024/03/07/turnitin-laid-off-staff-earlier-this-year-after-ceo-forecast-ai-would-allow-it-to-cut-headcount/,Acquired,,United States,2024-03-07
Niche,Pittsburgh,24,2024-03-08,0.07,Education,https://technical.ly/professional-development/niche-layoffs-pittsburgh-edtech/,Series C,44,United States,2024-03-11
Deadspin,New York City,11,2024-03-11,1,Media,https://variety.com/2024/digital/news/deadspin-staff-laid-off-site-sold-1235938325/,Acquired,,United States,2024-03-11
Phantom Auto,SF Bay Area,100,2024-03-12,1,Transportation,https://techcrunch.com/2024/03/12/remote-driving-startup-phantom-auto-is-shutting-down/,Unknown,86,United States,2024-03-12
Stash,New York City,80,2024-03-13,0.25,Finance,https://www.axios.com/pro/fintech-deals/2024/03/13/stash-lays-off-25-percent,Unknown,480,United States,2024-03-13
Ancestry,Lehi,81,2024-03-14,0.06,Consumer,https://endpts.com/ancestry-cut-6-of-workforce-as-genealogy-giant-struggles-with-subscription-revenue/,Post-IPO,33,United States,2024-04-18
Textio,Seattle,14,2024-03-14,0.16,Recruiting,https://www.geekwire.com/2024/augmented-writing-startup-textio-lays-off-14-employees-or-16-of-staff/,Unknown,42,United States,2024-03-15
ShopBack,"Singapore, Non-U.S.",195,2024-03-19,0.24,Retail,https://www.bloomberg.com/news/articles/2024-03-19/temasek-backed-shopback-cuts-24-of-jobs-in-pay-later-defeat?embedded-checkout=true,Series F,355,Singapore,2024-03-20
Dell,Austin,6000,2024-03-25,0.05,Hardware,https://siliconangle.com/2024/03/25/dell-reduces-global-workforce-around-6000-jobs/,Post-IPO,,United States,2024-03-27
Synctera,SF Bay Area,17,2024-03-26,0.15,Finance,https://techcrunch.com/2024/03/26/baas-startup-synctera-layoffs-fintech/,Series A,79,United States,2024-03-26
ChowNow,Los Angeles,60,2024-03-28,0.2,Food,https://techcrunch.com/2024/03/28/chownow-acquires-yc-backed-point-of-sale-platform-cuboh-and-is-laying-off-staff/,Series C,64,United States,2024-03-28
Identiq,"Tel Aviv, Non-U.S.",20,2024-04-01,0.44,Security,https://www.calcalistech.com/ctechnews/article/bjfyzloya,Series A,52,Israel,2024-04-02
Byju's,"Bengaluru, Non-U.S.",500,2024-04-02,0.03,Education,https://www.business-standard.com/companies/news/byju-s-lays-off-500-employees-terminates-employment-over-phone-calls-124040201104_1.html,Private Equity,5500,India,2024-04-02
Ghost Autonomy,SF Bay Area,100,2024-04-03,1,Transportation,https://www.sfgate.com/tech/article/ghost-autonomy-shutdown-tech-layoff-19385702.php,Series E,247,United States,2024-04-04
Bolt.Earth,"Bengaluru, Non-U.S.",70,2024-04-06,0.4,Energy,https://inc42.com/buzz/bolt-earth-fires-employees-in-another-restructuring-exercise-shuts-two-business-verticals/,Series B,24,India,2024-04-08
Singularity 6,Los Angeles,49,2024-04-08,0.35,Other,https://www.gamesindustry.biz/singularity-6-reduces-workforce-by-35,Series B,49,United States,2024-04-10
Trendsales,"Copenhagen, Non-U.S.",79,2024-04-08,1,Retail,https://aimgroup.com/2024/04/08/vinted-reportedly-lays-off-all-trendsales-employees-after-takeover/,Acquired,,Denmark,2024-04-10
Checkr,SF Bay Area,382,2024-04-09,0.32,HR,Internal memo,Series D,679,United States,2024-04-09
Fabric,New York City,30,2024-04-11,0.15,Logistics,https://www.calcalistech.com/ctechnews/article/hyfcqfhlr,Series C,336,United States,2024-04-12
Criteo,"Paris, Non-U.S.",140,2024-04-12,0.04,Marketing,https://www.businessinsider.com/criteo-layoffs-global-staff-job-reductions-2024-4,Post-IPO,61,France,2024-04-12
Tesla,Austin,14000,2024-04-15,0.1,Transportation,https://www.nytimes.com/2024/04/15/business/tesla-layoff-elon-musk.html,Post-IPO,20200,United States,2024-04-15
Take-Two,New York City,579,2024-04-16,0.05,Consumer,https://www.ign.com/articles/take-two-announces-layoffs-while-canceling-multiple-in-development-projects,Post-IPO,4100,United States,2024-04-16
Tome,SF Bay Area,12,2024-04-16,0.25,AI,https://www.semafor.com/article/04/16/2024/ai-startup-tome-lays-off-staff-to-focus-on-revenue,Series B,75,United States,2024-04-16
Showpad,"Ghent, Non-U.S.",50,2024-04-18,0.1,Marketing,https://www.tijd.be/ondernemen/technologie/techbedrijf-showpad-slaat-met-nieuwe-ontslagronde-pad-naar-winst-in-we-willen-overnames-doen/10540237.html,Series D,159,Belgium,2024-04-24
The Good Glamm Group,"New Delhi, Non-U.S.",150,2024-04-18,0.15,Retail,https://economictimes.indiatimes.com/tech/technology/content-to-commerce-platform-the-good-glamm-group-lays-off-150-employees/articleshow/109401639.cms,Unknown,180,India,2024-04-18
OutSystems,Boston,150,2024-04-19,0.08,Product,https://observador.pt/2024/04/19/unicornio-outsystems-faz-reducao-de-8-no-total-de-trabalhadores/,Series G,802,United States,2024-05-03
Freenome,SF Bay Area,100,2024-04-23,0.2,Healthcare,https://www.sfchronicle.com/bayarea/article/tech-layoffs-freenome-19421173.php,Series E,1400,United States,2024-04-24
Heureka Group,"Prague, Non-U.S.",100,2024-04-23,0.16,Retail,https://cc.cz/heureka-hromadne-propustila-stovku-lidi-jsme-zasazeni-tlakem-na-efektivitu-uvedla/,Acquired,,Czech Republic,2024-04-24
True Anomaly,Denver,30,2024-04-25,0.25,Aerospace,https://techcrunch.com/2024/04/25/defense-space-startup-true-anomaly-layoffs-cancels-internship/,Series B,158,United States,2024-04-26
HealthifyMe,"Bengaluru, Non-U.S.",150,2024-04-27,0.27,Healthcare,https://inc42.com/buzz/healthify-fires-150-employees-in-a-restructuring-exercise/,Series D,130,India,2024-04-29
Ninja Van,"Singapore, Non-U.S.",21,2024-04-29,0.1,Transportation,https://www.theedgesingapore.com/news/company-news/second-round-layoffs-ninja-van-less-three-months-5-singapore-staff-affected,Series E,974,Singapore,2024-07-03
Ola,"Bengaluru, Non-U.S.",180,2024-04-29,0.1,Transportation,https://techcrunch.com/2024/04/29/indian-ride-hailing-giant-ola-cuts-180-jobs-in-profitability-push/,Series J,5000,India,2024-04-30
RiseUp,"Tel Aviv, Non-U.S.",50,2024-04-30,0.5,Finance,https://www.calcalistech.com/ctechnews/article/sjhgncr11c,Series B,30,Israel,2024-06-05
Assurance,Seattle,112,2024-05-01,1,Finance,https://www.geekwire.com/2024/prudential-to-shut-down-assurance-the-insurance-tech-startup-it-acquired-for-2-35b-in-2019/,Acquired,,United States,2024-05-02
Peloton,New York City,400,2024-05-02,0.15,Fitness,https://www.cnbc.com/2024/05/02/peloton-ceo-barry-mccarthy-steps-down-15percent-of-staff-laid-off.html,Post-IPO,1900,United States,2024-05-02
Cue Health,San Diego,230,2024-05-03,0.49,Healthcare,https://www.beckershospitalreview.com/digital-health/health-tech-company-lays-off-49-of-workforce.html,Post-IPO,899,United States,2024-05-04
Luminar,Orlando,140,2024-05-03,0.2,Transportation,https://techcrunch.com/2024/05/03/luminar-layoffs-reduction-restructuring-lidar/,Post-IPO,780,United States,2024-05-04
Rivian,Los Angeles,150,2024-05-03,0.01,Transportation,https://abc7.com/rivian-jobs-irvine-careers-electric-vehicle/14761190/,Post-IPO,10700,United States,2024-05-11
Sprinklr,New York City,116,2024-05-03,0.03,Support,https://techcrunch.com/2024/05/03/sprinklr-lays-off-more-than-100-employees/,Post-IPO,429,United States,2024-05-03
Enovix,SF Bay Area,170,2024-05-06,0.33,Energy,https://www.theinformation.com/articles/battery-developer-enovix-lays-off-roughly-one-third-of-staff,Post-IPO,516,United States,2024-05-07
Arkane Studios,Austin,96,2024-05-08,1,Consumer,https://www.bizjournals.com/austin/news/2024/05/08/austin-gaming-studio-shuts-down.html,Unknown,,United States,2024-05-10
PrepLadder,"New Delhi, Non-U.S.",145,2024-05-08,0.25,Education,https://inc42.com/buzz/unacademys-prepladder-lays-off-145-employees-in-sales-strategy-rejig/,Acquired,,India,2024-05-09
Simpl,"Bengaluru, Non-U.S.",100,2024-05-08,0.15,Finance,https://www.moneycontrol.com/technology/bnpl-startup-simpl-lays-off-at-least-100-employees-as-part-of-cost-cutting-measures-article-12717158.html?classic=true,Series B,72,India,2024-05-08
Sight Diagnostics,"Tel Aviv, Non-U.S.",40,2024-05-09,0.3,Healthcare,https://www.calcalistech.com/ctechnews/article/rkhuj119gc,Series D,124,Israel,2024-06-05
Vacasa,Portland,800,2024-05-09,0.13,Travel,https://skift.com/2024/05/09/vacasa-told-employees-about-layoffs-restructuring-and-leadership-changes/,Post-IPO,834,United States,2024-05-10
Motional,Pittsburgh,550,2024-05-10,0.4,Transportation,https://techcrunch.com/2024/05/10/motional-cut-about-550-employees-around-40-in-recent-restructuring-sources-say/,Unknown,,United States,2024-05-08
Indeed,Austin,1000,2024-05-13,0.08,HR,https://www.indeed.com/press/releases/a-message-from-our-ceo-chris-hyams-2?co=US,Acquired,5,United States,2024-05-13
Replit,SF Bay Area,30,2024-05-16,0.2,Product,https://www.theinformation.com/briefings/ai-coding-startup-replit-cuts-20-of-staff-shifts-to-enterprise-sales,Unknown,222,United States,2024-05-16
Cue Health,San Diego,180,2024-05-22,1,Healthcare,https://www.fiercebiotech.com/medtech/home-covid-testmaker-cue-health-shut-down-operations-lay-staff-report,Post-IPO,899,United States,2024-05-23
Guild,Denver,300,2024-05-22,0.25,Education,https://www.denverpost.com/2024/05/22/education-tech-guild-layoffs/,Series F,643,United States,2024-05-23
Foursquare,New York City,105,2024-05-23,0.25,Marketing,https://techcrunch.com/2024/05/23/foursquare-just-laid-off-105-employees/,Series G,390,United States,2024-05-24
Lucid Motors,SF Bay Area,400,2024-05-24,0.06,Transportation,https://electrek.co/2024/05/24/lucid-lcid-cuts-us-workforce-by-6-ahead-gravity-ev-launch/,Post-IPO,8300,United States,2024-05-24
Satellogic,"Montevideo, Non-U.S.",34,2024-05-24,0.13,Aerospace,https://spacenews.com/satellogic-lays-off-13-of-workforce/,Post-IPO,424,Uruguay,2024-06-19
Walnut,New York City,15,2024-05-29,0.2,Sales,https://www.calcalistech.com/ctechnews/article/hj71t1b4r,Series B,56,United States,2024-05-31
ICANN,Los Angeles,33,2024-05-30,0.07,Infrastructure,https://www.icann.org/en/blogs/details/organizational-changes-to-ensure-icanns-financial-stability-and-sustainability-30-05-2024-en,Unknown,,United States,2024-06-05
OrCam,"Jerusalem, Non-U.S.",100,2024-06-03,0.5,Healthcare,https://www.calcalistech.com/ctechnews/article/skd15oj4a,Unknown,86,Israel,2024-06-04
Aleph Farms,"Tel Aviv, Non-U.S.",30,2024-06-05,0.3,Food,https://www.calcalistech.com/ctechnews/article/hkdwxv0na,Unknown,119,Israel,2024-06-05
MoonPay,Dover,30,2024-06-05,0.1,Crypto,https://www.theblock.co/post/298638/moonpay-lays-off-10-staff,Unknown,651,United States,2024-06-05
Pagaya,"Tel Aviv, Non-U.S.",100,2024-06-05,0.2,Finance,https://www.calcalistech.com/ctechnews/article/h19floaec,Post-IPO,2000,Israel,2024-06-05
Kissflow,"Chennai, Non-U.S.",45,2024-06-10,0.11,Other,https://economictimes.indiatimes.com/tech/startups/bootstrapped-saas-startup-kissflow-culls-11-workforce/articleshow/110875509.cms?from=mdr,Unknown,1,India,2024-06-10
Paxos,New York City,65,2024-06-12,0.2,Crypto,https://www.bloomberg.com/news/articles/2024-06-12/stablecoin-issuer-paxos-cuts-20-of-workforce?embedded-checkout=true,Unknown,543,United States,2024-06-15
Satellogic,"Montevideo, Non-U.S.",70,2024-06-14,0.3,Aerospace,https://spacenews.com/satellogic-announces-new-round-of-layoffs/,Post-IPO,424,Uruguay,2024-06-19
Care/of,New York City,143,2024-06-15,1,Healthcare,https://techcrunch.com/2024/06/15/subscription-vitamin-company-care-of-is-shutting-down/,Acquired,83,United States,2024-06-19
LOOP,Austin,23,2024-06-16,0.77,Finance,https://www.coverager.com/loop-goes-through-another-round-of-layoffs/,Series A,34,United States,2024-06-19
Chegg,SF Bay Area,441,2024-06-17,0.23,Education,https://www.businesswire.com/news/home/20240617323391/en/Chegg-Announces-Restructuring-Plan-and-New-Vision-for-Growth,Post-IPO,227,United States,2024-06-19
Wex,Portland,375,2024-06-18,0.05,Finance,https://www.pressherald.com/2024/06/18/wex-is-laying-off-375-employees-worldwide/,Post-IPO,400,United States,2024-06-23
Emma Sleep,"Frankfurt, Non-U.S.",200,2024-06-19,0.18,Retail,https://www.wiwo.de/unternehmen/handel/matratzenhersteller-in-der-krise-emma-entlaesst-jeden-fuenften-mitarbeiter/29856880.html,Acquired,,Germany,2024-06-23
Moovit,"Tel Aviv, Non-U.S.",20,2024-06-19,0.1,Transportation,https://www.calcalistech.com/ctechnews/article/h10s7illc,Acquired,131,Israel,2024-06-23
Ginkgo Bioworks,Boston,400,2024-06-20,0.35,Healthcare,https://www.bostonglobe.com/2024/06/25/business/gingko-jason-kelly-mit-securities-and-exchange-commission-covid-biosecurity/,Post-IPO,1600,United States,2024-06-23
Flutterwave,"Lagos, Non-U.S.",30,2024-06-24,0.03,Finance,https://techcabal.com/2024/06/24/flutterwave-lays-off-3-of-its-workforce/,Unknown,509,Nigeria,2024-06-26
Perion,"Tel Aviv, Non-U.S.",35,2024-06-25,0.05,Marketing,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,Post-IPO,76,Israel,2024-06-26
Planet,SF Bay Area,180,2024-06-26,0.17,Aerospace,https://spacenews.com/planet-lays-off-17-of-workforce/,Post-IPO,574,United States,2024-06-29
RealPage,Dallas,260,2024-06-27,0.04,Real Estate,https://www.bisnow.com/national/news/multifamily/realpage-to-lay-off-4-of-its-workforce-price-fixing-allegations-124885,Acquired,105,United States,2024-07-03
Priceline,Norwalk,103,2024-06-28,0.07,Travel,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Priceline-chops-more-than-100-jobs,Acquired,77,United States,2024-07-03
Lightricks,"Jerusalem, Non-U.S.",70,2024-07-01,0.12,Consumer,https://www.calcalistech.com/ctechnews/article/b1dj8mgda,Series D,335,Israel,2024-07-03
Sightful,"Tel Aviv, Non-U.S.",20,2024-07-01,0.33,Hardware,https://www.calcalistech.com/ctechnews/article/rkeyfjlv0,Unknown,61,Israel,2024-07-03
OpenText,"Waterloo, Non-U.S.",1200,2024-07-03,0.02,Data,https://www.marketwatch.com/story/open-text-to-cut-1-200-jobs-as-part-of-cost-saving-plan-cef1f9a0,Post-IPO,1100,Canada,2024-07-03
UKG,Boston,2200,2024-07-03,0.14,HR,https://www.bizjournals.com/boston/news/2024/07/03/ukg-cuts-14-of-its-workforce.html,Unknown,,United States,2024-07-03
UIPath,New York City,420,2024-07-09,0.1,Other,https://www.cnbc.com/2024/07/09/uipath-layoffs-company-to-cut-10percent-of-workforce.html,Post-IPO,2000,United States,2024-07-10
Intuit,SF Bay Area,1800,2024-07-10,0.1,Finance,https://www.bloomberg.com/news/articles/2024-07-10/intuit-to-cull-10-of-employees-in-latest-round-of-tech-layoffs,Post-IPO,18,United States,2024-07-10
Redbox,Chicago,1000,2024-07-10,1,Media,https://www.wsj.com/articles/redbox-owner-to-shut-down-kiosk-business-in-bankruptcy-f0cada8d,Acquired,51,United States,2024-07-22
ON,SF Bay Area,60,2024-07-16,1,Retail,https://venturebeat.com/games/on-enterprise-ai-startup-ceo-resigns-staff-laid-off-after-11m-in-cash-goes-missing/,Unknown,81,United States,2024-07-17
Aqua Security,Boston,50,2024-07-17,0.1,Security,https://www.calcalistech.com/ctechnews/article/rky00s7rd0,Series E,325,United States,2024-07-18
EverC,"Tel Aviv, Non-U.S.",16,2024-07-17,0.1,Security,https://www.calcalistech.com/ctechnews/article/bjrddqr00r,Unknown,61,Israel,2024-07-18
Cohere,"Toronto, Non-U.S.",20,2024-07-23,0.05,AI,https://fortune.com/2024/07/23/after-500-million-funding-ai-startup-cohere-layoffs/,Series D,935,Canada,2024-07-24
Humble Games,SF Bay Area,36,2024-07-23,1,Media,https://venturebeat.com/games/humble-games-layoffs-shut-down-ziff-davis/,Acquired,4,United States,2024-07-29
Moxion Power,SF Bay Area,248,2024-07-29,1,Energy,https://www.sfgate.com/tech/article/moxion-power-shutdown-layoff-huelskamp-19605417.php,Unknown,124,United States,2024-07-30
Bungie,Seattle,220,2024-07-31,0.17,Consumer,https://www.bungie.net/7/en/News/article/newpath,Acquired,100,United States,2024-08-01
Avaya,Durham,180,2024-08-01,0.03,Other,https://www.uctoday.com/unified-communications/avaya-layoffs-theyve-talked-the-talk-now-they-need-to-walk-the-walk/,Post-IPO,700,United States,2024-11-08
Intel,SF Bay Area,15000,2024-08-01,0.15,Hardware,https://www.intel.com/content/www/us/en/newsroom/news/actions-accelerate-our-progress.html#gs.cgq6eg,Post-IPO,12,United States,2024-08-01
ShareChat,"Bengaluru, Non-U.S.",30,2024-08-03,0.05,Marketing,https://yourstory.com/2024/08/sharechat-bags-16m-edbi-lays-off-5-percent-workforce,Series D,222,India,2024-08-05
Jam City,Los Angeles,85,2024-08-05,0.1,Consumer,https://www.pocketgamer.biz/jam-city-has-laid-off-10-of-its-workforce/,Unknown,652,United States,2024-08-05
Axios Media,Washington D.C.,50,2024-08-06,0.1,Media,https://www.nytimes.com/2024/08/06/business/media/axios-layoffs.html,Acquired,57,United States,2024-08-06
Eventbrite,SF Bay Area,100,2024-08-07,0.11,Consumer,https://www.marketwatch.com/story/eventbrite-to-about-100-jobs-reducing-headcount-by-11-a5daf94b,Post-IPO,557,United States,2024-08-08
Cisco,SF Bay Area,5600,2024-08-09,0.07,Infrastructure,https://techcrunch.com/2024/09/17/ciscos-second-layoff-of-2024-affect-thousands-of-employees/,Post-IPO,2,United States,2024-08-09
Sonos,Santa Barbara,100,2024-08-14,0.06,Consumer,https://www.theverge.com/2024/8/14/24220357/sonos-layoffs-august-2024-app,Post-IPO,455,United States,2024-08-14
Inuitive,"Ra'anana, Non-U.S.",16,2024-08-15,0.2,Manufacturing,https://www.calcalistech.com/ctechnews/article/ry118noi90,Unknown,23,Israel,2024-08-16
